Dance,Ariana Grande,7 rings,14msK75pk3pA33pzPVNtBF,100,0.578,0.725,178640,0.321,0,C#,0.0884,-10.744,Minor,0.323,70.142,4/4,0.319
Dance,Halsey,Without Me,5p7ujcrUXASCNwRaWNHR1C,97,0.297,0.752,201661,0.488,9.11e-06,F#,0.0936,-7.05,Major,0.0705,136.041,4/4,0.533
Dance,Ariana Grande,needy,1TEL6MlSSVLSdhOSddidlJ,92,0.78,0.647,171573,0.309,7.41e-06,G,0.202,-7.948,Minor,0.0366,87.045,4/4,0.195
Dance,Ariana Grande,NASA,4uTvPEr01pjTbZgl7jcKBD,91,0.451,0.747,182000,0.458,0,F#,0.252,-6.891,Major,0.303,75.029,4/4,0.47
Dance,Ariana Grande,bloodline,2hloaUoRonYssMuqLCBLTX,91,0.0815,0.758,216893,0.665,0.000157,D,0.216,-5.188,Minor,0.0774,151.976,4/4,0.643
Dance,Ariana Grande,bad idea,5Il6Oe7lr5XM7A0cWbVQtr,91,0.0268,0.847,267107,0.579,0.0545,C#,0.102,-5.314,Major,0.0719,137.998,4/4,0.569
Dance,benny blanco,Eastside (with Halsey & Khalid),0d2iYfpKoM0QCKvcLCkBao,91,0.555,0.56,173800,0.68,0,F#,0.116,-7.648,Minor,0.321,89.391,4/4,0.319
Dance,Ariana Grande,fake smile,3wFLWP0FcIqHK1wb1CPthQ,90,0.329,0.45,208880,0.619,0,A,0.319,-7.412,Major,0.372,83.3,4/4,0.427
Dance,Lauv,i'm so tired...,7COXchtUOMd6uIT6HvmRaI,93,0.176,0.599,162583,0.733,0,B,0.242,-7.058,Major,0.203,102.211,4/4,0.534
Dance,Ava Max,Sweet but Psycho,25sgk305KZfyuqVBQIahim,97,0.0691,0.719,187436,0.704,0,C#,0.166,-4.724,Major,0.0476,133.002,4/4,0.628
Dance,Ariana Grande,imagine,39LmTF9RgyakzSYX8txrow,90,0.378,0.729,212267,0.475,0,G#,0.12,-4.985,Major,0.0364,62.52,3/4,0.371
Dance,Alec Benjamin,Let Me Down Slowly,2qxmye6gAegTMjLKEBoR3d,92,0.74,0.652,169354,0.557,0,C#,0.124,-5.714,Minor,0.0318,150.073,4/4,0.483
Dance,Lady Gaga,Shallow,2VxeLyX666F8uXCJ0dZF8B,95,0.371,0.572,215733,0.385,0,G,0.231,-6.362,Major,0.0308,95.799,4/4,0.323
Dance,Ariana Grande,in my head,4T652DlATVHe0jdLKaN3Bw,88,0.173,0.662,222947,0.6,0.000137,C,0.109,-6.402,Major,0.0703,134.979,4/4,0.331
Dance,Jonas Brothers,Sucker,4y3OI86AEP6PQoDE6olYhO,91,0.0436,0.846,181040,0.731,0,C#,0.0949,-5.027,Minor,0.064,137.947,4/4,0.933
Dance,Lady Gaga,Shallow - Radio Edit,6QfS2wq5sSC1xAJCQsTSlj,90,0.416,0.575,217213,0.33,0,G,0.0872,-6.557,Major,0.031,95.801,4/4,0.277
